2.000000000000000000e+00;6.329601287841796875e+02;6.792798614501953125e+02;2.399473628997802734e+02;3.286383247375488281e+02;6.922571063041687012e-01
2.000000000000000000e+00;5.019147033691406250e+02;5.295367126464843750e+02;1.625465011596679688e+02;2.304681015014648438e+02;5.877196192741394043e-01
2.000000000000000000e+00;2.549811172485351562e+02;2.885084152221679688e+02;2.233817138671875000e+02;3.110840606689453125e+02;5.324687361717224121e-01
5.000000000000000000e+00;6.072973480224609375e+02;6.514080963134765625e+02;2.414038753509521484e+02;3.275664710998535156e+02;6.745668053627014160e-01
5.000000000000000000e+00;4.943750610351562500e+02;5.192375793457031250e+02;1.630016784667968750e+02;2.317081832885742188e+02;6.287643313407897949e-01
5.000000000000000000e+00;2.806193161010742188e+02;3.182035903930664062e+02;2.150467815399169922e+02;2.958951530456542969e+02;6.009460091590881348e-01
6.000000000000000000e+00;5.966614379882812500e+02;6.435974121093750000e+02;2.412122497558593750e+02;3.268329277038574219e+02;6.882556080818176270e-01
6.000000000000000000e+00;4.907849121093750000e+02;5.184513244628906250e+02;1.656654167175292969e+02;2.363426628112792969e+02;6.682266592979431152e-01
6.000000000000000000e+00;2.832607040405273438e+02;3.237046279907226562e+02;2.153590850830078125e+02;2.977226257324218750e+02;6.153546571731567383e-01
7.000000000000000000e+00;4.881950683593750000e+02;5.147403259277343750e+02;1.675261917114257812e+02;2.371392402648925781e+02;6.733949780464172363e-01
7.000000000000000000e+00;5.944296112060546875e+02;6.255072784423828125e+02;2.353427867889404297e+02;3.227048835754394531e+02;6.315330266952514648e-01
7.000000000000000000e+00;2.877661514282226562e+02;3.293385086059570312e+02;2.156790103912353516e+02;2.962915878295898438e+02;6.080663800239562988e-01
8.000000000000000000e+00;4.816050109863281250e+02;5.113110351562500000e+02;1.664997596740722656e+02;2.379869728088378906e+02;6.488393545150756836e-01
8.000000000000000000e+00;2.943129272460937500e+02;3.297486419677734375e+02;2.191980686187744141e+02;2.965605468750000000e+02;5.677341818809509277e-01
8.000000000000000000e+00;5.849032287597656250e+02;6.138791198730468750e+02;2.353405208587646484e+02;3.213855285644531250e+02;5.439608097076416016e-01
4.000000000000000000e+00;4.964777526855468750e+02;5.207182617187500000e+02;1.643494262695312500e+02;2.326422958374023438e+02;6.403900980949401855e-01
4.000000000000000000e+00;6.225027465820312500e+02;6.525199584960937500e+02;2.392140769958496094e+02;3.231251106262207031e+02;6.271386742591857910e-01
4.000000000000000000e+00;2.790489578247070312e+02;3.103298721313476562e+02;2.063723030090332031e+02;2.933258285522460938e+02;5.725203156471252441e-01
9.000000000000000000e+00;4.801896057128906250e+02;5.073115539550781250e+02;1.692433891296386719e+02;2.372254142761230469e+02;6.093427538871765137e-01
9.000000000000000000e+00;5.797558135986328125e+02;6.091222686767578125e+02;2.367528305053710938e+02;3.198730545043945312e+02;5.995190143585205078e-01
9.000000000000000000e+00;2.959381027221679688e+02;3.372917861938476562e+02;2.109930496215820312e+02;2.997328147888183594e+02;5.455614924430847168e-01
1.000000000000000000e+01;5.663707580566406250e+02;6.004097900390625000e+02;2.364957504272460938e+02;3.204506263732910156e+02;6.654540300369262695e-01
1.000000000000000000e+01;4.806241607666015625e+02;5.044416961669921875e+02;1.710312423706054688e+02;2.263779945373535156e+02;5.658542513847351074e-01
1.000000000000000000e+01;4.673333587646484375e+02;5.055728302001953125e+02;1.678376884460449219e+02;2.415979728698730469e+02;5.626669526100158691e-01
1.000000000000000000e+01;3.063064270019531250e+02;3.414073333740234375e+02;2.089641323089599609e+02;2.926082839965820312e+02;5.241576433181762695e-01
1.000000000000000000e+01;4.565467987060546875e+02;4.851389007568359375e+02;1.671892032623291016e+02;2.224654026031494141e+02;5.071379542350769043e-01
3.000000000000000000e+00;6.299815063476562500e+02;6.708693237304687500e+02;2.403094310760498047e+02;3.287816619873046875e+02;6.245507001876831055e-01
3.000000000000000000e+00;5.018913574218750000e+02;5.293250427246093750e+02;1.649805049896240234e+02;2.301678142547607422e+02;6.018395423889160156e-01
3.000000000000000000e+00;2.670099792480468750e+02;3.137793273925781250e+02;2.162954120635986328e+02;3.101249885559082031e+02;5.525476932525634766e-01
1.100000000000000000e+01;3.142634124755859375e+02;3.517853851318359375e+02;2.109874877929687500e+02;2.946759452819824219e+02;5.983283519744873047e-01
1.100000000000000000e+01;5.486667938232421875e+02;5.748894195556640625e+02;2.354890766143798828e+02;3.156864051818847656e+02;5.765212774276733398e-01
1.100000000000000000e+01;4.556585998535156250e+02;4.934066162109375000e+02;1.726629524230957031e+02;2.432785720825195312e+02;5.542110800743103027e-01
1.200000000000000000e+01;5.409208831787109375e+02;5.690360870361328125e+02;2.350403194427490234e+02;3.227107887268066406e+02;7.075521349906921387e-01
1.200000000000000000e+01;3.154712448120117188e+02;3.562896652221679688e+02;2.102121963500976562e+02;2.932454910278320312e+02;5.881340503692626953e-01
1.200000000000000000e+01;4.599877166748046875e+02;4.896126251220703125e+02;1.729424858093261719e+02;2.340291824340820312e+02;5.798086524009704590e-01
1.300000000000000000e+01;5.315983428955078125e+02;5.676491546630859375e+02;2.347877368927001953e+02;3.230447387695312500e+02;6.648936867713928223e-01
1.300000000000000000e+01;3.236548690795898438e+02;3.580645523071289062e+02;2.064948177337646484e+02;2.880602188110351562e+02;6.079618930816650391e-01
1.300000000000000000e+01;4.585119323730468750e+02;4.876954650878906250e+02;1.712568225860595703e+02;2.452845211029052734e+02;5.964821577072143555e-01
1.400000000000000000e+01;7.270820159912109375e+02;7.669445343017578125e+02;2.994229660034179688e+02;3.998165817260742188e+02;6.203995347023010254e-01
1.400000000000000000e+01;3.334831695556640625e+02;3.683132171630859375e+02;2.035786857604980469e+02;2.837233314514160156e+02;5.974119901657104492e-01
1.400000000000000000e+01;4.515366210937500000e+02;4.773400268554687500e+02;1.734991836547851562e+02;2.472364997863769531e+02;5.770676732063293457e-01
1.400000000000000000e+01;5.096257781982421875e+02;5.479275970458984375e+02;2.357084083557128906e+02;3.233700027465820312e+02;5.578361749649047852e-01
1.000000000000000000e+00;2.509331817626953125e+02;2.821169586181640625e+02;2.239039764404296875e+02;3.084123229980468750e+02;7.216188907623291016e-01
1.000000000000000000e+00;6.338449401855468750e+02;6.843837890625000000e+02;2.365534973144531250e+02;3.288706855773925781e+02;6.394664049148559570e-01
1.600000000000000000e+01;7.169534912109375000e+02;7.584948120117187500e+02;2.933708724975585938e+02;3.939709625244140625e+02;6.730276346206665039e-01
1.600000000000000000e+01;4.989388275146484375e+02;5.287180023193359375e+02;2.358045558929443359e+02;3.233938980102539062e+02;6.704297661781311035e-01
1.600000000000000000e+01;4.359001007080078125e+02;4.657092132568359375e+02;1.628100013732910156e+02;2.437146263122558594e+02;5.541883111000061035e-01
1.500000000000000000e+01;7.218356323242187500e+02;7.663330078125000000e+02;2.934927520751953125e+02;3.981599121093750000e+02;6.442373394966125488e-01
1.500000000000000000e+01;5.044052581787109375e+02;5.320722198486328125e+02;2.363002109527587891e+02;3.204477424621582031e+02;6.008433103561401367e-01
1.500000000000000000e+01;4.445145721435546875e+02;4.736220245361328125e+02;1.743206348419189453e+02;2.498496837615966797e+02;5.606259703636169434e-01
1.500000000000000000e+01;3.352526550292968750e+02;3.711857299804687500e+02;2.032323074340820312e+02;2.853536682128906250e+02;5.397813320159912109e-01
1.700000000000000000e+01;4.849570770263671875e+02;5.250468292236328125e+02;2.334073562622070312e+02;3.215019493103027344e+02;6.763899922370910645e-01
