1.000000000000000000e+00;2.590474319458007812e+02;2.868154678344726562e+02;2.219218368530273438e+02;3.054804840087890625e+02
1.000000000000000000e+00;5.071766052246093750e+02;5.295002746582031250e+02;1.640268058776855469e+02;2.298212814331054688e+02
1.000000000000000000e+00;6.335986633300781250e+02;6.822041931152343750e+02;2.368083286285400391e+02;3.255415191650390625e+02
5.000000000000000000e+00;4.940254669189453125e+02;5.149640350341796875e+02;1.698791027069091797e+02;2.354958057403564453e+02
5.000000000000000000e+00;6.009321441650390625e+02;6.517575531005859375e+02;2.393679027557373047e+02;3.256006393432617188e+02
5.000000000000000000e+00;2.819110794067382812e+02;3.157621536254882812e+02;2.161516456604003906e+02;2.986847534179687500e+02
6.000000000000000000e+00;4.899816741943359375e+02;5.134434356689453125e+02;1.701621723175048828e+02;2.383998699188232422e+02
6.000000000000000000e+00;5.905996398925781250e+02;6.426761169433593750e+02;2.421155319213867188e+02;3.258672294616699219e+02
6.000000000000000000e+00;2.827877883911132812e+02;3.226347885131835938e+02;2.139452133178710938e+02;2.994763183593750000e+02
7.000000000000000000e+00;4.882098083496093750e+02;5.118177795410156250e+02;1.699996948242187500e+02;2.404275512695312500e+02
7.000000000000000000e+00;2.888360366821289062e+02;3.310177230834960938e+02;2.165876827239990234e+02;2.984574737548828125e+02
8.000000000000000000e+00;4.814897003173828125e+02;5.087088775634765625e+02;1.701119956970214844e+02;2.412028427124023438e+02
8.000000000000000000e+00;2.949452133178710938e+02;3.343146743774414062e+02;2.166389579772949219e+02;2.989055786132812500e+02
8.000000000000000000e+00;5.869362487792968750e+02;6.137170715332031250e+02;2.369311008453369141e+02;3.226891937255859375e+02
9.000000000000000000e+00;3.040274963378906250e+02;3.357021789550781250e+02;2.157183551788330078e+02;2.991375274658203125e+02
9.000000000000000000e+00;5.761360931396484375e+02;6.060363006591796875e+02;2.391076984405517578e+02;3.222347030639648438e+02
9.000000000000000000e+00;4.792587890625000000e+02;5.070415649414062500e+02;1.707208786010742188e+02;2.408433151245117188e+02
9.000000000000000000e+00;4.739902496337890625e+02;4.929663848876953125e+02;1.720446968078613281e+02;2.123568305969238281e+02
1.000000000000000000e+01;5.552517242431640625e+02;6.004557037353515625e+02;2.356095314025878906e+02;3.252491798400878906e+02
1.000000000000000000e+01;3.091907501220703125e+02;3.372944641113281250e+02;2.135608291625976562e+02;2.952049026489257812e+02
1.000000000000000000e+01;4.740967254638671875e+02;4.944670257568359375e+02;1.716033725738525391e+02;2.197623882293701172e+02
1.100000000000000000e+01;3.140817260742187500e+02;3.510769958496093750e+02;2.133362274169921875e+02;2.925685615539550781e+02
1.100000000000000000e+01;4.645755157470703125e+02;4.948872528076171875e+02;1.709370689392089844e+02;2.401804275512695312e+02
1.100000000000000000e+01;5.463312835693359375e+02;5.788365325927734375e+02;2.409134044647216797e+02;3.217416572570800781e+02
3.000000000000000000e+00;5.012443084716796875e+02;5.260678253173828125e+02;1.695035076141357422e+02;2.328600139617919922e+02
3.000000000000000000e+00;6.262922515869140625e+02;6.716000518798828125e+02;2.504544811248779297e+02;3.232331886291503906e+02
3.000000000000000000e+00;2.648240890502929688e+02;2.996487350463867188e+02;2.197327079772949219e+02;3.092043685913085938e+02
2.000000000000000000e+00;2.614257202148437500e+02;2.936564025878906250e+02;2.203504142761230469e+02;3.083764457702636719e+02
2.000000000000000000e+00;5.045128326416015625e+02;5.276268768310546875e+02;1.679693527221679688e+02;2.319743270874023438e+02
2.000000000000000000e+00;6.292873992919921875e+02;6.790254364013671875e+02;2.446776466369628906e+02;3.245848159790039062e+02
1.200000000000000000e+01;3.157826843261718750e+02;3.570969543457031250e+02;2.134875469207763672e+02;2.924343566894531250e+02
1.200000000000000000e+01;4.622491607666015625e+02;4.903954925537109375e+02;1.691927146911621094e+02;2.387895240783691406e+02
1.200000000000000000e+01;5.397700653076171875e+02;5.702399139404296875e+02;2.385748100280761719e+02;3.212786865234375000e+02
1.300000000000000000e+01;3.273086013793945312e+02;3.591671676635742188e+02;2.113053531646728516e+02;2.854207363128662109e+02
1.300000000000000000e+01;4.627936706542968750e+02;4.870924987792968750e+02;1.678099822998046875e+02;2.399001045227050781e+02
1.300000000000000000e+01;5.280149230957031250e+02;5.661032409667968750e+02;2.378102474212646484e+02;3.224847106933593750e+02
1.500000000000000000e+01;5.067755584716796875e+02;5.362702789306640625e+02;2.358578739166259766e+02;3.160589447021484375e+02
1.500000000000000000e+01;3.391527786254882812e+02;3.712966690063476562e+02;2.076195087432861328e+02;2.846032848358154297e+02
1.500000000000000000e+01;7.233739929199218750e+02;7.669567565917968750e+02;3.005631752014160156e+02;3.979798393249511719e+02
1.500000000000000000e+01;4.446596374511718750e+02;4.762930297851562500e+02;1.798344669342041016e+02;2.509556980133056641e+02
1.400000000000000000e+01;3.404966583251953125e+02;3.703797454833984375e+02;2.080893630981445312e+02;2.846842575073242188e+02
1.400000000000000000e+01;5.116838378906250000e+02;5.533880310058593750e+02;2.346747665405273438e+02;3.229433212280273438e+02
1.400000000000000000e+01;7.269756774902343750e+02;7.677514343261718750e+02;3.037326965332031250e+02;4.004053802490234375e+02
1.700000000000000000e+01;4.838406829833984375e+02;5.240165863037109375e+02;2.387105770111083984e+02;3.159632949829101562e+02
1.700000000000000000e+01;7.184270782470703125e+02;7.631218414306640625e+02;2.799758262634277344e+02;3.865117607116699219e+02
1.700000000000000000e+01;3.449372177124023438e+02;3.771766891479492188e+02;2.066997814178466797e+02;2.835888690948486328e+02
1.800000000000000000e+01;3.536511840820312500e+02;3.872110748291015625e+02;1.987150554656982422e+02;2.782243480682373047e+02
1.800000000000000000e+01;7.251925964355468750e+02;7.595929870605468750e+02;2.788692970275878906e+02;3.914060325622558594e+02
1.800000000000000000e+01;7.091731567382812500e+02;7.462983398437500000e+02;2.813950023651123047e+02;3.862596931457519531e+02
1.800000000000000000e+01;4.690069427490234375e+02;5.083498077392578125e+02;2.345648174285888672e+02;3.167674255371093750e+02
1.600000000000000000e+01;4.971975402832031250e+02;5.264979858398437500e+02;2.376959037780761719e+02;3.130994338989257812e+02
1.600000000000000000e+01;7.196664733886718750e+02;7.668586120605468750e+02;2.828238601684570312e+02;3.932760086059570312e+02
1.600000000000000000e+01;3.427037200927734375e+02;3.758362426757812500e+02;2.076920700073242188e+02;2.831999015808105469e+02
1.600000000000000000e+01;4.427525939941406250e+02;4.700581970214843750e+02;1.748142299652099609e+02;2.381435794830322266e+02
1.900000000000000000e+01;3.565531082153320312e+02;3.895960693359375000e+02;1.975912055969238281e+02;2.783008232116699219e+02
1.900000000000000000e+01;7.049194335937500000e+02;7.438729248046875000e+02;2.821225204467773438e+02;3.818329925537109375e+02
1.900000000000000000e+01;4.678735198974609375e+02;4.959806671142578125e+02;2.369776897430419922e+02;3.166811828613281250e+02
1.900000000000000000e+01;7.356231536865234375e+02;7.680000000000000000e+02;2.807329044342041016e+02;3.901836318969726562e+02
2.000000000000000000e+01;3.586930618286132812e+02;3.955188903808593750e+02;1.963017196655273438e+02;2.783621063232421875e+02
2.000000000000000000e+01;6.983363342285156250e+02;7.348905944824218750e+02;2.802937774658203125e+02;3.763845977783203125e+02
2.000000000000000000e+01;7.355521087646484375e+02;7.680000000000000000e+02;2.804800472259521484e+02;3.815086212158203125e+02
